query,generated_plan,default_plan_mean_ms,default_plan_std_ms,generated_plan_mean_ms,generated_plan_std_ms,absolute_advantage_ms,relative_advantage,n_runs,default_plan_all_runtimes_ms,generated_plan_all_runtimes_ms,default_statuses,generated_statuses,default_has_error_or_oom,default_has_timeout
(aka_name )(char_name )(complete_cast )(keyword )(kind_type )(link_type )(person_info )(title ),"[1, 2, 1, 7, 1, 20, 1, 12, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",300000.0,0.0,7808.6697,264.9543,292191.3303,38.418836,5,"300000.00,300000.00,300000.00,300000.00,300000.00","7596.70,7691.38,7770.77,7715.41,8269.08","error,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",True,True
(aka_name )(complete_cast )(keyword )(link_type )(person_info )(title ),"[1, 7, 1, 20, 1, 12, 1, 12, 1, 15, 1, 10, 1, 4, 1, 6, 1, 5, 1, 6, 1, 5, 1, 15, 1, 9, 1, 5, 1, 6, 1, 13, 1, 3, 1, 13, 1, 8, 1, 11, 1, 13, 1, 3, 1, 3, 1, 13, 1, 11, 17, 1, 11, 1, 17, 11, 1, 1]",300000.0,0.0,7889.538,257.0667,292110.462,38.02504,5,"300000.00,300000.00,300000.00,300000.00,300000.00","8206.19,7679.02,7711.11,7719.17,8132.20","error,error,timeout,timeout,timeout","complete,complete,complete,complete,complete",True,True
(aka_name )(complete_cast )(keyword )(kind_type )(link_type )(name )(person_info )(role_type )(title ),"[1, 7, 1, 20, 1, 12, 1, 10, 1, 3, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 9, 1, 13, 1, 17, 1, 11]",300000.0,0.0,7952.3922,489.396,292047.6078,37.724497,5,"300000.00,300000.00,300000.00,300000.00,300000.00","8138.27,8178.26,8058.67,8296.29,7090.47","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(aka_name )(char_name )(company_type )(info_type )(link_type )(role_type )(title ),"[1, 2, 1, 7, 1, 20, 1, 12, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",300000.0,0.0,10021.1674,388.4887,289978.8326,29.936632,5,"300000.00,300000.00,300000.00,300000.00,300000.00","9813.31,10007.29,9825.16,9763.87,10696.20","timeout,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",False,True
(aka_name )(company_type )(complete_cast )(keyword )(kind_type )(link_type )(title ),"[1, 7, 1, 20, 1, 12, 1, 10, 1, 11, 1, 6, 1, 5, 1, 6, 1, 5, 1, 15, 1, 9, 1, 2, 1, 13, 1, 3]",300000.0,0.0,10901.0509,99.6918,289098.9491,27.520283,5,"300000.00,300000.00,300000.00,300000.00,300000.00","10968.49,10777.15,10948.68,10999.13,10811.79","error,error,error,timeout,timeout","complete,complete,complete,complete,complete",True,True
(aka_name )(complete_cast )(keyword )(kind_type )(link_type )(person_info )(title ),"[1, 1, 20, 16, 1, 20, 1, 12, 1, 11, 1, 10, 1, 6, 1, 5, 1, 15, 1, 5, 1, 11, 1, 13, 1, 17, 1, 11]",300000.0,0.0,12301.2819,264.4698,287698.7181,24.387702,5,"300000.00,300000.00,300000.00,300000.00,300000.00","12441.29,12001.64,12475.07,12558.86,12029.55","error,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",True,True
(aka_name )(char_name )(company_type )(complete_cast )(keyword )(movie_link )(name )(title ),"[1, 2, 1, 17, 1, 12, 1, 6, 1, 5, 1, 6, 1, 5, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",300000.0,0.0,12803.1687,483.6832,287196.8313,23.431699,5,"300000.00,300000.00,300000.00,300000.00,300000.00","12900.56,12262.55,13523.20,12468.17,12861.36","timeout,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",False,True
(aka_name )(complete_cast )(keyword )(movie_link )(person_info )(title ),"[5, 2, 1, 7, 1, 20, 1, 12, 6, 1, 5, 6, 13, 5, 2, 3, 1, 2, 15, 17, 9, 15, 8, 9, 8, 3]",300000.0,0.0,16284.4065,195.7617,283715.5935,18.422532,5,"300000.00,300000.00,300000.00,300000.00,300000.00","16131.36,16250.34,16277.26,16147.25,16615.83","error,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",True,True
(aka_name )(complete_cast )(keyword )(kind_type )(movie_link )(person_info )(title ),"[1, 1, 1, 20, 1, 10, 1, 12, 1, 11, 1, 6, 1, 5, 1, 12, 1, 5, 1, 15, 1, 6, 1, 4, 1, 13, 1, 3]",300000.0,0.0,18496.892,199.4125,281503.108,16.218941,5,"300000.00,300000.00,300000.00,300000.00,300000.00","18341.17,18842.12,18389.99,18435.72,18475.44","error,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",True,True
(aka_name )(company_type )(complete_cast )(keyword )(kind_type )(movie_link )(title ),"[1, 2, 1, 7, 1, 20, 12, 1, 6, 12, 5, 6, 15, 5, 2, 6, 2, 3, 15, 2, 9, 15, 8, 9, 3, 8]",300000.0,0.0,22078.787,420.3017,277921.213,13.587703,5,"300000.00,300000.00,300000.00,300000.00,300000.00","22029.34,21743.04,21626.39,22631.74,22363.43","error,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",True,True
